date,covers,is_poya,is_public_holiday,is_payday,event,mult
2025-04-01,115,False,False,False,,0.9658584560083655
2025-04-02,93,False,False,False,,0.7814752722719939
2025-04-03,118,False,False,False,,0.9845392308447607
2025-04-04,142,False,False,False,,1.18809481434988
2025-04-05,151,False,False,False,,1.2608344122218416
2025-04-06,123,False,False,False,,1.0286705700339118
2025-04-07,95,False,False,False,,0.7918030985716558
2025-04-08,107,False,False,False,,0.8961326460639814
2025-04-09,111,False,False,False,,0.9296508608906544
2025-04-10,115,False,False,False,,0.960672977715553
2025-04-11,141,False,False,False,,1.1776910392234123
2025-04-12,99,True,False,False,,0.832284378114559
2025-04-13,131,False,True,False,,1.0975950499549374
2025-04-14,103,False,True,False,,0.8629997577763766
2025-04-15,103,False,False,False,,0.8657212600376052
2025-04-16,108,False,False,False,,0.9047856679050408
2025-04-17,111,False,False,False,,0.9273235402787521
2025-04-18,139,False,False,False,,1.1599546111629155
2025-04-19,143,False,False,False,,1.1975595851646563
2025-04-20,121,False,False,False,,1.0134965590805345
2025-04-21,79,False,False,False,,0.6663763043554431
2025-04-22,82,False,False,False,,0.6882629293091279
2025-04-23,105,False,False,False,,0.8757006205827169
2025-04-24,116,False,False,False,,0.9738744526656123
2025-04-25,128,False,False,False,,1.0679285550556497
2025-04-26,120,False,False,False,,1.0066531786426614
2025-04-27,134,False,False,False,,1.1240526747690998
2025-04-28,95,False,False,True,,0.7966674593909479
2025-04-29,153,False,False,True,,1.2776178465271502
2025-04-30,139,False,False,True,,1.1614562894806124
2025-05-01,132,False,True,False,,1.1008612506239714
2025-05-02,111,False,False,False,,0.9282252069960557
2025-05-03,156,False,False,False,,1.300695502944478
2025-05-04,119,False,False,False,,0.9998649023720507
2025-05-05,104,False,False,False,,0.8721219854907507
2025-05-06,112,False,False,False,,0.9342260739785821
2025-05-07,119,False,False,False,,0.9932258162575618
2025-05-08,110,False,False,False,,0.9197891327005824
2025-05-09,116,False,False,False,,0.9693259684397029
2025-05-10,125,False,False,False,,1.0418115031786024
2025-05-11,89,True,False,False,,0.7432873989835123
2025-05-12,75,False,False,False,,0.626549079262456
2025-05-13,108,False,False,False,,0.9001095306974588
2025-05-14,89,False,False,False,,0.7471528156510446
2025-05-15,92,False,False,False,,0.7720376184363346
2025-05-16,131,False,False,False,,1.097878997862536
2025-05-17,144,False,False,False,,1.2008497533296798
2025-05-18,106,False,False,False,,0.8891089220397316
2025-05-19,77,False,False,False,,0.6456404260273482
2025-05-20,111,False,False,False,,0.9308257555584393
2025-05-21,117,False,False,False,,0.9762950252344503
2025-05-22,89,False,False,False,,0.7435027821476696
2025-05-23,100,False,False,False,,0.836710844498716
2025-05-24,131,False,False,False,,1.0972269933855867
2025-05-25,104,False,False,False,,0.8670673302286823
2025-05-26,95,False,False,False,,0.7929439126950305
2025-05-27,85,False,False,False,,0.7151528190646684
2025-05-28,105,False,False,False,,0.8795893179524635
2025-05-29,130,False,False,True,,1.087459323712262
2025-05-30,171,False,False,True,,1.4275087519697636
2025-05-31,151,False,False,False,,1.2648231537030852
2025-06-01,125,False,False,False,,1.0426048981810676
2025-06-02,102,False,False,False,,0.8508184386278035
2025-06-03,105,False,False,False,,0.8797427624579959
2025-06-04,103,False,False,False,,0.8620219262181468
2025-06-05,125,False,False,False,,1.0492663598166883
2025-06-06,140,False,False,False,,1.1674557374319263
2025-06-07,149,False,False,False,,1.2434429663715405
2025-06-08,117,False,False,False,,0.9788426450234231
2025-06-09,103,False,False,False,,0.8602186930188501
2025-06-10,90,True,False,False,,0.7569985983966283
2025-06-11,111,False,False,False,,0.9263120317500702
2025-06-12,117,False,False,False,,0.9761004947512287
2025-06-13,144,False,False,False,,1.2015348595379005
2025-06-14,142,False,False,False,,1.1876364485764725
2025-06-15,109,False,False,False,,0.9118829334570792
2025-06-16,67,False,False,False,,0.5649034781037007
2025-06-17,99,False,False,False,,0.831623271452191
2025-06-18,88,False,False,False,,0.7410858238982747
2025-06-19,93,False,False,False,,0.7832396261860646
2025-06-20,129,False,False,False,,1.0787823808344987
2025-06-21,157,False,False,False,,1.3140965432534617
2025-06-22,139,False,False,False,,1.1595351328851233
2025-06-23,80,False,False,False,,0.6679755882215511
2025-06-24,110,False,False,False,,0.9185379190868255
2025-06-25,106,False,False,False,,0.891042955458672
2025-06-26,126,False,False,False,,1.0516394196478225
2025-06-27,141,False,False,False,,1.178239536368023
2025-06-28,140,False,False,False,,1.1676490528116397
2025-06-29,113,False,False,False,,0.9484461038129204
2025-06-30,110,False,False,True,,0.9196042288522167
2025-07-01,108,False,False,False,,0.9006258505526011
2025-07-02,123,False,False,False,,1.033278329942371
2025-07-03,141,False,False,False,,1.179263670100041
2025-07-04,158,False,False,False,,1.318310152535191
2025-07-05,129,False,False,False,,1.0787956345418261
2025-07-06,135,False,False,False,,1.1274205685164382
2025-07-07,70,False,False,False,,0.5872741123146282
2025-07-08,108,False,False,False,,0.9038314547590259
2025-07-09,97,False,False,False,,0.8164140285696018
2025-07-10,99,True,False,False,,0.8308352401943846
2025-07-11,110,False,False,False,,0.9195302073051848
2025-07-12,159,False,False,False,,1.3296615266156284
2025-07-13,139,False,False,False,,1.1642390901160506
2025-07-14,103,False,False,False,,0.8591118950100766
2025-07-15,85,False,False,False,,0.7106574225725494
2025-07-16,108,False,False,False,,0.9003892585248119
2025-07-17,127,False,False,False,,1.0627033963984112
2025-07-18,132,False,False,False,,1.1013036964764016
2025-07-19,134,False,False,False,,1.117828042590607
2025-07-20,112,False,False,False,,0.9354005248770562
2025-07-21,82,False,False,False,,0.6842318740742885
2025-07-22,106,False,False,False,,0.8883891485018788
2025-07-23,111,False,False,False,,0.9330656909806978
2025-07-24,110,False,False,False,,0.9191450269529702
2025-07-25,142,False,False,False,,1.1911757536664325
2025-07-26,145,False,False,False,,1.2113638326457288
2025-07-27,104,False,False,False,,0.8687370755925479
2025-07-28,86,False,False,False,,0.7238265485269247
2025-07-29,132,False,False,True,,1.1028967596863006
2025-07-30,150,False,False,True,,1.2551384171579067
2025-07-31,157,False,False,True,Esala Perahera (Kandy) (spillover),1.3140425836518004
2025-08-01,157,False,False,False,Esala Perahera (Kandy) (spillover),1.313652020196633
2025-08-02,151,False,False,False,Esala Perahera (Kandy) (spillover),1.2613934473700459
2025-08-03,163,False,False,False,Esala Perahera (Kandy) (spillover),1.36380367426004
2025-08-04,93,False,False,False,Esala Perahera (Kandy) (spillover),0.7814436907454086
2025-08-05,91,False,False,False,Esala Perahera (Kandy) (spillover),0.7594149323046255
2025-08-06,112,False,False,False,Esala Perahera (Kandy) (spillover),0.9366940853561218
2025-08-07,136,False,False,False,Esala Perahera (Kandy) (spillover),1.1359172174549745
2025-08-08,141,True,False,False,Esala Perahera (Kandy) (spillover),1.177586894825008
